timestamp_precise,plate_number,vehicle_type,cross_count,reverse_count
2024-07-03 14:25:28.272,กก2075,taxi,0,0
2024-07-03 14:26:22.979,ท4325,taxi,0,0
2024-07-03 14:27:39.316,ท6446,taxi,1,3
2024-07-03 14:31:25.377,3ก2351,taxi,0,0
2024-07-03 14:31:28.977,กธ9012,sedan,0,0
2024-07-03 14:31:33.854,332525,sedan,0,0
2024-07-03 14:31:38.612,ท635,taxi,0,0
2024-07-03 14:38:27.702,7ค1588,taxi,1,0
2024-07-03 14:44:36.283,รก2340,taxi,0,0
2024-07-03 14:44:56.558,ทก3302,taxi,0,1
2024-07-03 14:47:36.677,307458,sedan,0,0
2024-07-03 14:47:45.314,1ฉ2842,taxi,0,0
2024-07-03 14:51:12.980,3ค7721,taxi,0,0
2024-07-03 14:55:22.754,12325,taxi,2,1
2024-07-03 14:55:35.870,302250,taxi,0,0
2024-07-03 14:56:41.611,3334,taxi,0,0
2024-07-03 14:59:41.521,3ก180,taxi,1,0
2024-07-03 15:02:18.241,326007,taxi,0,0
2024-07-03 15:02:27.239,ก3905,sedan,0,0
2024-07-03 15:05:04.999,กก2315,suv,0,0
2024-07-03 15:05:13.397,ส3011,taxi,0,0
2024-07-03 15:10:50.626,3ก2526,suv,0,0
2024-07-03 15:11:18.379,105557,pickup,0,0
2024-07-03 15:13:09.347,1มฬ1561,sedan,0,0
2024-07-03 15:27:17.401,3ค227,sedan,0,0
2024-07-03 15:30:17.075,303470,motorbike,0,0
2024-07-03 15:34:36.602,7ผ3351,taxi,0,0
2024-07-03 15:41:39.972,3กธ9011,pickup,1,0
2024-07-03 15:47:25.599,305047,sedan,0,0
2024-07-03 16:04:08.251,7กบ6511,sedan,1,0
